WKT,ResourceID,External Cross Reference Number,External Cross Reference Source,External Cross Reference Notes,Primary Reference Number Type,Activity Name,Name Type,Site Name,Activity Type,Description,Description Type,Start Date,End Date,xcoord,ycoord,Location of Archive,Archive Reference Number,Compiler,Date of Compilation,Date of Last Update
POINT (-0.553086069080441 53.2270731095411),e6363616-f419-4424-a3b5-6d850604b0e6,10267,Lincoln Heritage Database Events,,Investigative Activity,"""Watching Brief at Ruston Way""",Primary,"""Ruston Way""",WATCHING BRIEF,"""Archaeological monitoring and recording (watching brief) during the excavation of eight geotechnical trial pits, TP 1-8 and three boreholes CP 1-3, in advance of construction of part of Brayford Enterprise Park. No structures or archaeological features were recorded but much information was obtained about the prehistoric topography. Natural sand was at 2.10m-4.50m AOD.""",Summary,2008-01-04,2008-01-04,496690,370980,Lincoln City and County Museum,2008.34,John Herridge,2008-04-15,
POINT (-0.554266459930193 53.2276088310149),3895cc14-d73d-4bde-9183-ae8097e10d7f,10268,Lincoln Heritage Database Events,,Investigative Activity,"""Watching Brief at Ruston Way""",Primary,"""Ruston Way""",WATCHING BRIEF,"""Archaeological monitoring and recording (watching brief) during the excavation of eight geotechnical trial pits, TP 1-8 and three boreholes CP 1-3, in advance of construction of part of Brayford Enterprise Park. TP1; no structures or archaeological features were recorded. Natural sand was at 2.83m AOD, overlain by organic alluvium and modern material.""",Summary,2008-01-04,2008-01-04,496610,371038,Lincoln City and County Museum,2008.34,John Herridge,2008-04-15,
POINT (-0.553831151848649 53.2271900274294),1bd98c75-bb40-417f-9712-90b75e950f5b,10269,Lincoln Heritage Database Events,,Investigative Activity,"""Watching Brief at Ruston Way""",Primary,"""Ruston Way""",WATCHING BRIEF,"""Archaeological monitoring and recording (watching brief) during the excavation of eight geotechnical trial pits, TP 1-8 and three boreholes CP 1-3, in advance of construction of part of Brayford Enterprise Park. TP2; no structures or archaeological features were recorded. Natural sand was at 2.50m AOD, overlain by organic alluvium and modern material.""",Summary,2008-01-04,2008-01-04,496640,370992,Lincoln City and County Museum,2008.34,John Herridge,2008-04-15,
POINT (-0.553234430824067 53.227560350351),dda5bed9-31ef-4121-8933-74b5a863b2a3,10270,Lincoln Heritage Database Events,,Investigative Activity,"""Watching Brief at Ruston Way""",Primary,"""Ruston Way""",WATCHING BRIEF,"""Archaeological monitoring and recording (watching brief) during the excavation of eight geotechnical trial pits, TP 1-8 and three boreholes CP 1-3, in advance of construction of part of Brayford Enterprise Park. TP3; no structures or archaeological features were recorded. Natural sand was at 2.80m AOD, overlain by organic alluvium and modern material.""",Summary,2008-01-04,2008-01-04,496679,371034,Lincoln City and County Museum,2008.34,John Herridge,2008-04-15,
POINT (-0.552730752329692 53.2273924223939),6743073e-0fe0-4584-b6fb-3268a02ba2be,10271,Lincoln Heritage Database Events,,Investigative Activity,"""Watching Brief at Ruston Way""",Primary,"""Ruston Way""",WATCHING BRIEF,"""Archaeological monitoring and recording (watching brief) during the excavation of eight geotechnical trial pits, TP 1-8 and three boreholes CP 1-3, in advance of construction of part of Brayford Enterprise Park. TP4; no structures or archaeological features were recorded. Natural sand was at 3.10m AOD, overlain by organic alluvium and modern material.""",Summary,2008-01-04,2008-01-04,496713,371016,Lincoln City and County Museum,2008.34,John Herridge,2008-04-15,
POINT (-0.552390459122809 53.2268219433844),e0913dbc-c8eb-49c7-a55d-2bd432c711bf,10272,Lincoln Heritage Database Events,,Investigative Activity,"""Watching Brief at Ruston Way""",Primary,"""Ruston Way""",WATCHING BRIEF,"""Archaeological monitoring and recording (watching brief) during the excavation of eight geotechnical trial pits, TP 1-8 and three boreholes CP 1-3, in advance of construction of part of Brayford Enterprise Park. TP5; no structures or archaeological features were recorded. Silt was at 3.10m AOD, overlain by foundry waste and modern material.""",Summary,2008-01-04,2008-01-04,496737,370953,Lincoln City and County Museum,2008.34,John Herridge,2008-04-15,
POINT (-0.552531893701408 53.2266258891769),d1cad9b7-2ff1-4ee8-bd97-dc6e9ab8d07c,10273,Lincoln Heritage Database Events,,Investigative Activity,"""Watching Brief at Ruston Way""",Primary,"""Ruston Way""",WATCHING BRIEF,"""Archaeological monitoring and recording (watching brief) during the excavation of eight geotechnical trial pits, TP 1-8 and three boreholes CP 1-3, in advance of construction of part of Brayford Enterprise Park. TP6; no structures or archaeological features were recorded. Natural sand was at 2.90m AOD, overlain by organic alluvium and modern foundry waste.""",Summary,2008-01-04,2008-01-04,496728,370931,Lincoln City and County Museum,2008.34,John Herridge,2008-04-15,
POINT (-0.551702251529523 53.2267956038244),f515ab9e-d9ec-4be1-a869-52fa5229f8bd,10274,Lincoln Heritage Database Events,,Investigative Activity,"""Watching Brief at Ruston Way""",Primary,"""Ruston Way""",WATCHING BRIEF,"""Archaeological monitoring and recording (watching brief) during the excavation of eight geotechnical trial pits, TP 1-8 and three boreholes CP 1-3, in advance of construction of part of Brayford Enterprise Park. TP7; no structures or archaeological features were recorded. Natural sand was at 2.70m AOD, overlain by organic alluvium and modern material.""",Summary,2008-01-04,2008-01-04,496783,370951,Lincoln City and County Museum,2008.34,John Herridge,2008-04-15,
POINT (-0.553158517459664 53.2271459060097),55e8bc32-e560-4cd3-b223-eefa5c38c950,10275,Lincoln Heritage Database Events,,Investigative Activity,"""Watching Brief at Ruston Way""",Primary,"""Ruston Way""",WATCHING BRIEF,"""Archaeological monitoring and recording (watching brief) during the excavation of eight geotechnical trial pits, TP 1-8 and three boreholes CP 1-3, in advance of construction of part of Brayford Enterprise Park. TP8; no structures or archaeological features were recorded. Natural sand was at 3.20m AOD, overlain by organic alluvium and silt.""",Summary,2008-01-04,2008-01-04,496685,370988,Lincoln City and County Museum,2008.34,John Herridge,2008-04-15,
POINT (-0.553744471723369 53.2275395711848),463a9645-d408-4543-957d-56c86b98964c,10276,Lincoln Heritage Database Events,,Investigative Activity,"""Watching Brief at Ruston Way""",Primary,"""Ruston Way""",WATCHING BRIEF,"""Archaeological monitoring and recording (watching brief) during the excavation of eight geotechnical trial pits, TP 1-8 and three boreholes CP 1-3, in advance of construction of part of Brayford Enterprise Park. CP1; no structures or archaeological features were recorded. Natural sand was at 3.00m AOD, overlain by modern material.""",Summary,2008-01-04,2008-01-04,496645,371031,Lincoln City and County Museum,2008.34,John Herridge,2008-04-15,
POINT (-0.552588886654495 53.2271569694111),c6873ce8-77e2-48d1-b945-98c94c7fd3f1,10277,Lincoln Heritage Database Events,,Investigative Activity,"""Watching Brief at Ruston Way""",Primary,"""Ruston Way""",WATCHING BRIEF,"""Archaeological monitoring and recording (watching brief) during the excavation of eight geotechnical trial pits, TP 1-8 and three boreholes CP 1-3, in advance of construction of part of Brayford Enterprise Park. CP2; no structures or archaeological features were recorded. Natural sand was at 3.00m AOD, overlain by alluvium below modern grass.""",Summary,2008-01-04,2008-01-04,496723,370990,Lincoln City and County Museum,2008.34,John Herridge,2008-04-15,
POINT (-0.551964511786788 53.2270145413346),2da3a456-1a83-482b-98d2-c1a3bde3a1ca,10278,Lincoln Heritage Database Events,,Investigative Activity,"""Watching Brief at Ruston Way""",Primary,"""Ruston Way""",WATCHING BRIEF,"""Archaeological monitoring and recording (watching brief) during the excavation of eight geotechnical trial pits, TP 1-8 and three boreholes CP 1-3, in advance of construction of part of Brayford Enterprise Park. CP3; no structures or archaeological features were recorded. Natural sand was at 4.50m AOD, overlain by sand and modern material.""",Summary,2008-01-04,2008-01-04,496765,370975,Lincoln City and County Museum,2008.34,John Herridge,2008-04-15,
POINT (-0.515683132736946 53.2304427945913),1b587b50-0ebe-4535-a958-8301b80b7abe,10279,Lincoln Heritage Database Events,,Investigative Activity,"""Building Survey at 204-206 Monks Road""",Primary,"""Manvers Arms""",BUILDING SURVEY,"""Photographic building survey of the building before demolition.""",Summary,2007-10-12,2007-11-12,499179,371406,Lincoln City and County Museum,2007.208,John Herridge,2008-04-15,2012-09-28
POINT (-0.557825856788752 53.2474021200378),4fde6f24-6a9c-4588-99fd-9d218d6bc5c4,10280,Lincoln Heritage Database Events,,Investigative Activity,"""Evaluation at Lower Long Leys Road""",Primary,"""Proposed New Cemetery""",EVALUATION,"""Archaeological Evaluation of proposed site of cemetery, consisting of eight Trenches, Trenches 1-8.""",Summary,2007-10-04,2007-10-12,496328,373235,Lincoln City and County Museum,2007.19,John Herridge,2008-04-15,
POINT (-0.561167927868395 53.2474065432139),a91b6a6e-4fa1-4a84-b7c2-2b894fd486c3,10281,Lincoln Heritage Database Events,,Investigative Activity,"""Trial Trench at Lower Long Leys Road""",Primary,"""Proposed New Cemetery""",TRIAL TRENCH,"""Archaeological Evaluation of proposed site of cemetery, consisting of eight Trenches. Trench 1. 10m x 1.6m x 0.8m deep. Two Roman ditches and a pit/posthole were recorded.""",Summary,2007-10-04,2007-10-12,496105,373231,Lincoln City and County Museum,2007.19,John Herridge,2008-04-15,
POINT (-0.560352392790967 53.2471449893534),45b6566c-c762-4100-8243-0a0e0bf269f0,10282,Lincoln Heritage Database Events,,Investigative Activity,"""Trial Trench at Lower Long Leys Road""",Primary,"""Proposed New Cemetery""",TRIAL TRENCH,"""Archaeological Evaluation of proposed site of cemetery, consisting of eight Trenches. Trench 2. 10m x 1.6m x 0.35m deep.  Traces of the playing field landscaping were noted, below topsoil.""",Summary,2007-10-04,2007-10-12,496160,373203,Lincoln City and County Museum,2007.19,John Herridge,2008-04-15,
POINT (-0.560898053580206 53.2469627958898),7ef872d8-b46e-49b8-bf3d-f2ec701ad4bb,10283,Lincoln Heritage Database Events,,Investigative Activity,"""Trial Trench at Lower Long Leys Road""",Primary,"""Proposed New Cemetery""",TRIAL TRENCH,"""Archaeological Evaluation of proposed site of cemetery, consisting of eight Trenches. Trench 3. 10m x 1.65m x 0.6m deep. Two Roman ditches were recorded.""",Summary,2007-10-04,2007-10-12,496124,373182,Lincoln City and County Museum,2007.19,John Herridge,2008-04-15,
POINT (-0.55824594130493 53.2473892217946),8f80426b-b081-4429-aae9-05c66e6ad0e6,10284,Lincoln Heritage Database Events,,Investigative Activity,"""Trial Trench at Lower Long Leys Road""",Primary,"""Proposed New Cemetery""",TRIAL TRENCH,"""Archaeological Evaluation of proposed site of cemetery, consisting of eight Trenches. Trench 4. 10m x 1.6m x 0.6m deep. Topsoil overlay plough soil and natural clay/sandy silt.""",Summary,2007-10-04,2007-10-12,496300,373233,Lincoln City and County Museum,2007.19,John Herridge,2008-04-15,
POINT (-0.559829251914373 53.2471027125722),d9c69882-0b0e-465c-ae2a-e029de36f1e5,10285,Lincoln Heritage Database Events,,Investigative Activity,"""Trial Trench at Lower Long Leys Road""",Primary,"""Proposed New Cemetery""",TRIAL TRENCH,"""Archaeological Evaluation of proposed site of cemetery, consisting of eight Trenches. Trench 5. 10m x 1.65m. Two Roman ditches were recorded.""",Summary,2007-10-04,2007-10-12,496195,373199,Lincoln City and County Museum,2007.19,John Herridge,2008-04-15,
POINT (-0.558606217406108 53.2469261192965),6f6d60ee-9511-4da4-8a83-6ed8e2c8801c,10286,Lincoln Heritage Database Events,,Investigative Activity,"""Trial Trench at Lower Long Leys Road""",Primary,"""Proposed New Cemetery""",TRIAL TRENCH,"""Archaeological Evaluation of proposed site of cemetery, consisting of eight Trenches. Trench 6. 10m x 1.6m x 0.62m deep. Topsoil overlay plough soil and natural sand.""",Summary,2007-10-04,2007-10-12,496277,373181,Lincoln City and County Museum,2007.19,John Herridge,2008-04-15,
POINT (-0.559387247489076 53.2473221121425),a6630a8f-943c-42dc-b8e4-1ff22a6d9bcc,10287,Lincoln Heritage Database Events,,Investigative Activity,"""Trial Trench at Lower Long Leys Road""",Primary,"""Proposed New Cemetery""",TRIAL TRENCH,"""Archaeological Evaluation of proposed site of cemetery, consisting of eight Trenches. Trench 7. 7.5m x 1.6m x 0.5m deep. Topsoil overlay plough soil and natural stiff clay.""",Summary,2007-10-04,2007-10-12,496224,373224,Lincoln City and County Museum,2007.19,John Herridge,2008-04-15,
POINT (-0.556554715061839 53.2477642994992),7ed8ce44-4368-4404-9644-3223d8d20cd2,10288,Lincoln Heritage Database Events,,Investigative Activity,"""Trial Trench at Lower Long Leys Road""",Primary,"""Proposed New Cemetery""",TRIAL TRENCH,"""Archaeological Evaluation of proposed site of cemetery, consisting of eight Trenches. Trench 8. 7.5m x 1.6m x 0.8m deep. Topsoil overlay plough soil and natural stiff clay with sand patches.""",Summary,2007-10-04,2007-10-12,496412,373277,Lincoln City and County Museum,2007.19,John Herridge,2008-04-15,
POINT (-0.535969160141906 53.2343704461556),9dfd29aa-2c5d-4d8c-ad0c-2940bab90a5f,10289,Lincoln Heritage Database Events,,Investigative Activity,"""Casual Observation at Lincoln Cathedral""",Primary,"""St Hughs Choir, Lincoln Cathedral""",CASUAL OBSERVATION,"""Discovery of apsidal building under the floor of St Hughs Choir, on the same alignment as another apse found in 2003. Marked out on the present floor. Considered to be part of large Roman or Norman building. Referred to in SOURCE1985.""",Summary,,,497816,371815,,,John Herridge,2008-04-15,
POINT (-0.536956941895979 53.2352815374961),f5983e37-13e9-48a6-ae4e-b6e1b2ef26fb,10291,Lincoln Heritage Database Events,,Investigative Activity,"""Building Survey at Eastgate""",Primary,"""8 Eastgate""",BUILDING SURVEY,"""Survey of the building as part of the Lincoln Cathedral and Close Conservation Plan""",Summary,2000-01-01,2001-12-31,497748,371915,,,John Herridge,2008-04-17,
